subject,filename,issue_id,page_number,issue,highlighted_context,pass_code,error_category,confidence_score,reasoning,
Business,gcse-business---guidance-for-teaching-unit-3.csv,20,30,as well as,...ners can explore both their own cynefin **as well as** other areas nationally to further their...,LTC,STYLISTIC_PREFERENCE,70,"'Both... as well as' is grammatically acceptable, though 'both... and' is often preferred for conciseness.",31
Business,gcse-business---guidance-for-teaching-unit-3.csv,21,31,McDonalds,"...rent to others. For example, discussing **McDonalds** and their product range on an internati...",LTC,SPELLING_ERROR,100,Proper noun 'McDonald's' requires an apostrophe.,32
Business,gcse-business---guidance-for-teaching-unit-3.csv,22,38,proof-reading,"...ng, punctuation and grammar, as well as **proof-reading** content to show professionalism and | |...",LTC,PARSING_ERROR,90,'Proofreading' should be one unhyphenated word in standard British English.,39
Business,gcse-business---guidance-for-teaching-unit-3.csv,24,41,had had,...ners could examine businesses that have **had had** their products replicated by companies ...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Redundant 'had'; should be 'have had their products replicated'.,42
Business,gcse-business---guidance-for-teaching-unit-3.csv,25,41,has,... 'Shein'/'Temu' and the challenges that **has** brought the business. | |  |  | 3.4.3 |...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Subject-verb agreement error; 'challenges' (plural) requires 'have'.,42
Business,gcse-business---guidance-for-teaching-unit-3.csv,26,44,with regards to,"...e more informed and justified decisions **with regards to** sources of finance, ensuring decisions ...",LTC,ABSOLUTE_GRAMMATICAL_ERROR,95,Incorrect idiom; should be 'with regard to' or 'as regards'.,45
Business,gcse-business---guidance-for-teaching-unit-3.csv,28,46,but,... The route may be direct between the two** but** the interaction of middlemen is more li...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,95,Missing comma before coordinating conjunction 'but' separating two independent clauses.,47
Business,gcse-business---guidance-for-teaching-unit-3.csv,30,49,but,...tailers buy their stock from wholesalers** but** large-scale retailers buy directly from...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,95,Missing comma before coordinating conjunction 'but' separating two independent clauses.,50
Business,gcse-business---guidance-for-teaching-unit-4.csv,0,7,hand written,"...ust be submitted digitally (they may be **hand written** and scanned, or completed digitally).  ...",LTC,PARSING_ERROR,90,Missing hyphen for the compound adjective 'hand-written'.,8
Business,gcse-business---guidance-for-teaching-unit-4.csv,2,10,Profit- Economic,...ments. Learners could consider: <ul><li>**Profit- Economic** Performance - for example: Is the enter...,LTC,PARSING_ERROR,90,Awkward hyphenation; likely a parsing artifact or incorrect separator for a label.,11
Business,gcse-business---guidance-for-teaching-unit-4.csv,3,10,People- Social,...t? What could be improved? How?</li><li>**People- Social** Performance - for example: Focus on the...,LTC,PARSING_ERROR,90,Awkward hyphenation; likely a parsing artifact or incorrect separator for a label.,11
Business,gcse-business---guidance-for-teaching-unit-4.csv,5,17,outside of,"...n be carried out live and face to face, **outside of** the educational setting. | |  | Learner...",LTC,STYLISTIC_PREFERENCE,70,'Outside of' is often considered wordy; 'outside' is usually sufficient and more concise.,18
Business,gcse-business---guidance-for-teaching-unit-4.csv,7,29,judgments,"...nd asked to use these to draw supported **judgments** and conclusions for the business, this ...",LTC,SPELLING_ERROR,90,'Judgements' (with 'e') is the correct British English spelling.,30
Business,gcse-business---guidance-for-teaching-unit-4.csv,10,41,free gifts,"...ic period of time such as competitions, **free gifts** and special offers to give a short-term...",LTC,STYLISTIC_PREFERENCE,70,'Free gifts' is a common but somewhat redundant phrase; 'gifts' alone implies freeness.,42
Business,gcse-business---guidance-for-teaching-unit-4.csv,11,41,between 30 to 90,...he business to pay for the goods can be **between 30 to 90** days. | |                       |      ...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,"The correct idiom is 'between X and Y', not 'between X to Y'.",42
Business,gcse-business---option-evening-flyer.csv,0,1,judgments,...siness information to make decisions or **judgments**. - Personal Effectiveness Skills achiev...,LTC,SPELLING_ERROR,100,Incorrect regional spelling; 'judgements' (with 'e') is the standard British English spelling for WJEC documents.,2
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,0,7,portance,...----  |        | environment.         | **portance** of the circ | cular economy to t | ousi...,LTC,PARSING_ERROR,100,Word 'importance' is truncated due to PDF conversion.,8
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,1,7,circ,... environment.         | portance of the **circ** | cular economy to t | ousinesses and t...,LTC,PARSING_ERROR,100,Word 'circular' is split across table cells due to PDF conversion.,8
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,2,7,cular,...nment.         | portance of the circ | **cular** economy to t | ousinesses and the | [4]...,LTC,PARSING_ERROR,100,Word 'circular' is split across table cells due to PDF conversion.,8
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,3,7,ousinesses,...ance of the circ | cular economy to t | **ousinesses** and the | [4]   | |--------|-----------...,LTC,PARSING_ERROR,100,Word 'businesses' is corrupted/truncated due to PDF conversion.,8
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,4,7,cate,...     |                    |       | | \ **cate** | sold the follo       | wing products ...,LTC,PARSING_ERROR,100,Word 'cafe' or 'caterer' is truncated/corrupted due to PDF conversion.,8
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,5,7,follo,...          |       | | \ cate | sold the **follo**       | wing products last v | week:   ...,LTC,PARSING_ERROR,100,Word 'following' is split across table cells due to PDF conversion.,8
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,6,7,Produ,...       |                    |       | | **Produ**  | ucts                 | Quantity sold...,LTC,PARSING_ERROR,100,Word 'Products' is split across table cells due to PDF conversion.,8
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,7,7,ucts,...                   |       | | Produ  | **ucts**                 | Quantity sold        ...,LTC,PARSING_ERROR,100,Word 'Products' is split across table cells due to PDF conversion.,8
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,8,7,neals,...                   |       | | Hot m  | **neals**                | 420                  |...,LTC,PARSING_ERROR,100,Word 'meals' is split across table cells due to PDF conversion.,8
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,9,7,wiches,...                   |       | | Sand   | **wiches**               | 265                  | ...,LTC,PARSING_ERROR,100,Word 'Sandwiches' is split across table cells due to PDF conversion.,8
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,10,9,onl,...reers advice and guidance. | [1] | Exam **onl** | |----|-----|-------------------------...,LTC,PARSING_ERROR,100,Truncated word 'only' caused by PDF conversion/line break in table cell.,10
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,11,9,bloyers,...althcare sector were two of the largest **bloyers** of people in Wales. |     |            ...,LTC,PARSING_ERROR,100,"Misspelling of 'employers', likely a parsing artifact from OCR.",10
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,12,10,ra,...---------------------  | 10. | Amar   | **ra** produces wood blanket boxes from her ga...,LTC,PARSING_ERROR,100,"Truncation/split of the proper noun 'Amara', likely a parsing artifact.",11
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,13,10,fi,...--------------------|-----| |     | Her **fi** | ixed costs are £4000 per year.       ...,LTC,PARSING_ERROR,100,Truncated word 'fixed' caused by PDF conversion/line break in table cell.,11
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,14,10,ixed,...---------------|-----| |     | Her fi | **ixed** costs are £4000 per year.              ...,LTC,PARSING_ERROR,100,Truncated word 'fixed' caused by PDF conversion/line break in table cell.,11
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,15,10,Shes,...                        |     | |     | **Shes**   | sells the blanket boxes for £200 ea...,LTC,ABSOLUTE_GRAMMATICAL_ERROR,100,Missing apostrophe in the contraction 'She's'.,11
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,17,13,and,"...omers.  Demand for the gym has increased** and** the gym is often full, with all the fit...",LTC,STYLISTIC_PREFERENCE,70,"Adding a comma before 'and' is a stylistic preference when joining two independent clauses, but its omission here does not cause ambiguity.",14
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,18,22,cafe,...  |                                 | A **cafe** sold the following products last week: ...,LTC,SPELLING_ERROR,80,"'Café' with an accent is the more formal and traditional spelling in UK English, though 'cafe' is also widely accepted.",23
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,19,23,buy one get one,...s could be a pricing strategy such as a **buy one get one** free (BOGOF) offer. Credit any other va...,LTC,PARSING_ERROR,90,Missing hyphens in the compound adjective 'buy-one-get-one-free'.,24
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,21,23,instore,"...d. - Customers are able to buy products **instore**, online, or through an app so that it i...",LTC,SPELLING_ERROR,90,'In store' should be two words when used adverbially.,24
Business,gcse-business---unit-1-introduction-to-the-business-world.csv,23,30,and,"...omers.  Demand for the gym has increased** and** the gym is often full, with all the fit...",LTC,STYLISTIC_PREFERENCE,70,"Adding a comma before 'and' when connecting two independent clauses is a stylistic choice, not a grammatical requirement for clarity in this context.",31
Business,gcse-business---unit-2-key-business-considerations-sample.csv,0,3,Sopright,...mple not for use with live assessments  **Sopright**  WEE  © WJEC CBAC Limited 2024.  {3}---...,LTC,SPELLING_ERROR,100,Misspelling of 'Copyright'; this is a clear typographical error.,4
Business,gcse-business---unit-2-key-business-considerations-sample.csv,1,5,outside of,...cess evidence they have been developing **outside of** supervised activities.  #### **Authenti...,LTC,STYLISTIC_PREFERENCE,70,"While 'outside' alone is sufficient, 'outside of' is grammatically acceptable and a common idiom.",6
Business,gcse-business---unit-2-key-business-considerations-sample.csv,2,7,hand written,"...ust be submitted digitally (they may be **hand written** and scanned, or completed digitally).  ...",LTC,PARSING_ERROR,90,Compound adjective 'hand-written' requires a hyphen according to OED standards.,8
Business,gcse-business---unit-2-key-business-considerations-sample.csv,3,10,independently from,...ive you.  It is important that you work **independently from** other candidates and the work produced ...,LTC,STYLISTIC_PREFERENCE,70,Both 'independently from' and 'independently of' are grammatically correct; this is a stylistic choice.,11
Business,gcse-business---unit-2-key-business-considerations-sample.csv,4,27,one sided,...iness' environmental behaviour that are **one sided**</li><li>some judgements made but may no...,LTC,PARSING_ERROR,90,Compound adjective 'one-sided' requires a hyphen according to OED standards.,28
Business,gcse-business---unit-3-business-strategies-for-success.csv,2,8,busined,...------------------  | 5. | Consider how **busined**                                        ...,LTC,PARSING_ERROR,100,Truncated word 'businesses' split across table cells due to PDF conversion.,9
Business,gcse-business---unit-3-business-strategies-for-success.csv,3,8,websit,...| 6. | and chocolates. Pau managing the **websit** bank. Paul makes all | conly shop selli...,LTC,PARSING_ERROR,100,Truncated word 'website' caused by PDF conversion.,9
Business,gcse-business---unit-3-business-strategies-for-success.csv,4,8,conly,"...aging the websit bank. Paul makes all | **conly** shop selling a range of luxury cookies,...",LTC,PARSING_ERROR,90,Word 'only' appears to be corrupted to 'conly' during PDF conversion.,9
